uf,ano,setor,quantidade,proporcao
SP,2024,Serviços Comerciais,266153,0.004055684229189062
SP,2021,Comércio de Varejo,241558,0.0036809014778509033
SP,2024,Comércio de Varejo,220664,0.0033625151876919487
SP,2022,Comércio de Varejo,218403,0.0033280616889818215
SP,2020,Serviços Comerciais,207357,0.0031597408810419433
SP,2020,Comércio de Varejo,205411,0.0031300874053719267
SP,2023,Comércio de Varejo,204827,0.0031211883150372454
SP,2006,Produtor Manufatureiro,201997,0.0030780642985181565
SP,2024,Transportes,192958,0.0029403264945195547
SP,2019,Comércio de Varejo,180099,0.002744378887304373
SP,2023,Serviços Comerciais,166633,0.002539181711881741
SP,2016,Serviços Comerciais,165866,0.0025274940367332813
SP,2022,Serviços Comerciais,161390,0.002459287995058567
SP,2018,Comércio de Varejo,157987,0.002407432508056991
SP,2024,Consumo de Serviços,153368,0.0023370474083037503
SP,2012,Serviços Comerciais,151986,0.002315988259600789
SP,2021,Serviços Comerciais,149582,0.0022793557028121356
SP,2017,Comércio de Varejo,145711,0.0022203687530081098
SP,2013,Comércio de Varejo,142928,0.0021779609304029422
SP,2023,Transportes,141713,0.0021594465558196583
SP,2023,Consumo de Serviços,140385,0.0021392102682092876
SP,2014,Comércio de Varejo,140139,0.0021354616787874867
SP,2015,Comércio de Varejo,138174,0.0021055186779182253
SP,2021,Miscelânea,135841,0.0020699680310846446
SP,2016,Comércio de Varejo,134363,0.002047446018217078
SP,2011,Comércio de Varejo,133705,0.00203741930342218
SP,2022,Consumo de Serviços,133385,0.002032543089540163
SP,2012,Comércio de Varejo,133256,0.002030577365818975
MG,2024,Serviços Comerciais,128434,0.0019570989178843297
SP,2021,Consumo de Serviços,127914,0.0019491750703260519
SP,2022,Transportes,125179,0.001907498679803187
SP,2024,Miscelânea,125099,0.0019062796263326826
SP,2024,Serviços de Saúde,124846,0.0019024243697322127
SP,2020,Miscelânea,124059,0.001890431931216127
SP,2025,Transportes,121735,0.0018550184278979776
SP,2024,Serviços Industriais,119801,0.0018255478102485367
SP,2021,Serviços Industriais,117236,0.0017864619083504934
SP,2019,Serviços Comerciais,116828,0.0017802447356509215
SP,2022,Miscelânea,116155,0.0017699894483303043
SP,2008,Serviços Comerciais,114989,0.0017522217439977046
SP,2022,Serviços Industriais,114727,0.001748229343881803
MG,2020,Serviços Comerciais,113130,0.0017238939889768613
SP,2025,Comércio de Varejo,112574,0.0017154215673568566
SP,2023,Serviços de Saúde,112503,0.001714339657401784
SP,2023,Serviços Industriais,112280,0.0017109415458527535
SP,2004,Serviços Comerciais,112052,0.0017074672434618163
SP,2022,Serviços de Saúde,111994,0.0017065834296957007
SP,2023,Miscelânea,110899,0.0016898976353181734
SP,2019,Serviços Industriais,110573,0.0016849299924258684
SP,2019,Miscelânea,108130,0.0016477031470703441
SP,2021,Transportes,106947,0.001629676393875262
SP,2010,Comércio de Varejo,106387,0.001621143019581732
MG,2012,Serviços Comerciais,105927,0.0016141334621263324
SP,2020,Serviços Industriais,102957,0.0015688761020338613
SP,2021,Serviços de Saúde,102414,0.0015606017766028133
MG,2016,Serviços Comerciais,102239,0.0015579350971360853
SP,2019,Consumo de Serviços,100439,0.001530506394049739
SP,2020,Consumo de Serviços,99893,0.0015221863541135473
SP,2019,Transportes,99384,0.001514430126407464
SP,2018,Serviços Comerciais,99050,0.0015093405781681085
MG,2021,Comércio de Varejo,98959,0.00150795390484541
SP,2025,Serviços Comerciais,98164,0.0014958395609822738
SP,2019,Serviços de Saúde,98104,0.0014949252708793955
SP,2007,Produtor Manufatureiro,96970,0.0014776451879349973
SP,2020,Transportes,96033,0.001463367024161716
SP,2018,Serviços Industriais,91587,0.0013956181275384407
SP,2018,Miscelânea,85769,0.0013069624638960171
SP,2017,Serviços Comerciais,85604,0.0013044481661131022
MG,2020,Comércio de Varejo,85346,0.0013005167186707258
SP,2020,Serviços de Saúde,85144,0.0012974386086577025
SP,2025,Consumo de Serviços,84989,0.0012950766925586006
SP,2018,Consumo de Serviços,84901,0.0012937357337410459
MG,2008,Serviços Comerciais,83349,0.0012700860964132627
MG,2022,Comércio de Varejo,82904,0.0012633051114835827
MG,2004,Serviços Comerciais,82646,0.0012593736640412064
SP,2018,Serviços de Saúde,80081,0.001220287762143163
MG,2024,Comércio de Varejo,79869,0.0012170572704463267
MG,2023,Comércio de Varejo,78845,0.001201453386023872
SP,2021,Industrias de Processamento,78570,0.0011972628897190135
MG,2019,Comércio de Varejo,78515,0.0011964247904580419
SP,1994,Comércio de Varejo,77206,0.0011764780280469156
SP,2017,Serviços Industriais,76706,0.0011688589438562638
RJ,2021,Comércio de Varejo,76162,0.0011605693802568347
SP,1995,Comércio de Varejo,75439,0.0011495521845171523
PR,2024,Serviços Comerciais,75225,0.0011462912164835533
SP,1991,Comércio de Varejo,74089,0.0011289806572023927
SP,2009,Comércio de Varejo,73869,0.001125628260158506
SP,2015,Serviços Comerciais,73619,0.00112181871806318
SP,1990,Comércio de Varejo,73478,0.0011196701363214163
SP,2024,Industrias de Processamento,73362,0.001117902508789185
SP,2017,Miscelânea,73022,0.0011127215315395419
SP,1997,Comércio de Varejo,72923,0.001111212952869793
SP,2016,Serviços Industriais,72645,0.0011069767420597905
SP,2025,Serviços de Saúde,72222,0.001100530996834499
SP,2022,Industrias de Processamento,71609,0.00109118999961676
SP,1993,Comércio de Varejo,71276,0.001086115689545786
MG,2018,Comércio de Varejo,70250,0.0010704813287865686
SP,2015,Serviços Industriais,69999,0.0010666565485228615
SP,1996,Comércio de Varejo,69998,0.00106664131035448
RJ,2020,Comércio de Varejo,69851,0.0010644012996024286
SP,2014,Serviços Comerciais,69681,0.001061810810977607
SP,2001,Comércio de Varejo,68913,0.0010501078976607658
SP,2014,Serviços Industriais,68590,0.0010451859692736049
SP,1999,Comércio de Varejo,68528,0.001044241202833964
SP,2008,Comércio de Varejo,68282,0.0010404926134121634
SP,2025,Serviços Industriais,67842,0.00103378781932439
SP,2016,Miscelânea,67821,0.0010334678177883825
SP,2000,Comércio de Varejo,67540,0.0010291858924732363
SP,2020,Industrias de Processamento,65806,0.0010027629085000561
SP,2013,Serviços Comerciais,65537,0.0009986638412054854
SP,2023,Industrias de Processamento,65516,0.000998343839669478
SP,2002,Comércio de Varejo,65100,0.0009920047616228558
SP,2017,Consumo de Serviços,65083,0.0009917457127603735
MG,2017,Comércio de Varejo,64972,0.000990054276070049
SP,2017,Serviços de Saúde,64705,0.000985985685112241
SP,2005,Comércio de Varejo,64084,0.0009765227825474515
BA,2021,Comércio de Varejo,63988,0.0009750599183828464
SP,2013,Serviços Industriais,63961,0.0009746484878365512
SP,1998,Comércio de Varejo,63936,0.0009742675336270186
SP,2015,Miscelânea,63602,0.0009691779853876632
SP,1992,Comércio de Varejo,63417,0.000966358924237122
SP,2018,Transportes,62895,0.0009584046003420817
SP,2019,Industrias de Processamento,62890,0.0009583284095001751
SP,1989,Comércio de Varejo,62688,0.0009552502994871518
SP,2025,Miscelânea,62550,0.0009531474322505319
SP,2011,Serviços Comerciais,62542,0.0009530255269034815
MG,2013,Comércio de Varejo,62501,0.000952400761999848
PR,2020,Serviços Comerciais,61923,0.0009435931006754547
SP,2007,Comércio de Varejo,61895,0.0009431664319607782
MG,2024,Transportes,61361,0.0009350292500451621
RJ,2015,Comércio de Varejo,61106,0.0009311435171079298
SP,2003,Comércio de Varejo,60779,0.0009261606360472435
SP,2004,Comércio de Varejo,60653,0.0009242406268311993
RJ,2019,Comércio de Varejo,60629,0.000923874910790048
MG,2014,Comércio de Varejo,60629,0.000923874910790048
MG,2016,Comércio de Varejo,60247,0.0009180539304683901
SP,2014,Miscelânea,59768,0.0009107548478137457
SP,1986,Serviços Comerciais,59273,0.0009032119544650004
RS,2024,Serviços Comerciais,59089,0.0009004081314828407
SP,2006,Comércio de Varejo,59027,0.0008994633650431999
MG,2015,Comércio de Varejo,58995,0.0008989757436549981
RJ,2022,Comércio de Varejo,58506,0.0008915242793165407
SP,2010,Serviços Comerciais,58437,0.0008904728456982307
RJ,2021,Miscelânea,58284,0.0008881414059358913
PR,2021,Comércio de Varejo,57555,0.0008770327811859211
SP,2012,Serviços Industriais,57546,0.0008768956376704894
RJ,2018,Comércio de Varejo,57346,0.0008738480039942287
RJ,2024,Serviços Comerciais,57113,0.000870297510761385
RJ,2023,Comércio de Varejo,56579,0.0008621603288457689
RJ,2014,Comércio de Varejo,56535,0.0008614898494369916
MG,2012,Comércio de Varejo,56468,0.0008604688921554442
BA,2024,Serviços Comerciais,56372,0.0008590060279908391
BA,2022,Comércio de Varejo,56128,0.0008552879149058011
RJ,2024,Comércio de Varejo,56100,0.0008548612461911246
SC,2024,Serviços Comerciais,56093,0.0008547545790124555
RJ,2020,Miscelânea,55887,0.000851615516325907
SP,2016,Consumo de Serviços,55522,0.0008460535848667311
SP,2016,Serviços de Saúde,54778,0.0008347163875910414
MG,2021,Serviços Industriais,54132,0.0008248725308167194
MG,2024,Serviços Industriais,53917,0.0008215963246147391
MG,2011,Comércio de Varejo,53726,0.0008186858344539101
BA,2020,Serviços Comerciais,53715,0.0008185182146017158
SP,2011,Serviços Industriais,53373,0.00081330676101531
RJ,2017,Comércio de Varejo,53308,0.0008123162800705252
SP,2018,Industrias de Processamento,53175,0.000810289603675812
MG,2024,Consumo de Serviços,52806,0.000804666719543111
SP,1986,Comércio de Varejo,52690,0.0008028990920108797
SP,2013,Miscelânea,52544,0.0008006743194272094
RJ,2013,Comércio de Varejo,52538,0.0008005828904169216
RS,2020,Serviços Comerciais,52500,0.0008000038400184321
BA,2012,Serviços Comerciais,52380,0.0007981752598126756
RJ,2016,Comércio de Varejo,52378,0.000798144783475913
RJ,2020,Serviços Comerciais,52326,0.0007973523987200852
SP,2015,Serviços de Saúde,52030,0.0007928419008792195
RS,2021,Comércio de Varejo,51635,0.0007868228243686046
SP,1988,Comércio de Varejo,51327,0.0007821294685071631
MG,2023,Serviços Industriais,50795,0.0007740227629283097
SP,1987,Serviços Comerciais,50750,0.000773337045351151
BA,2020,Comércio de Varejo,50745,0.0007732608545092445
RJ,2024,Transportes,50628,0.000771477988808632
MG,2023,Serviços Comerciais,50541,0.0007701522681594586
PR,2022,Comércio de Varejo,50308,0.0007666017749266148
PR,2012,Serviços Comerciais,50038,0.000762487469463663
SP,2008,Produtor Manufatureiro,49834,0.0007593788831138771
PR,2020,Comércio de Varejo,49607,0.0007559198188913212
SP,2015,Consumo de Serviços,49549,0.0007550360051252055
PR,2023,Comércio de Varejo,49319,0.0007515312263975057
MG,2023,Consumo de Serviços,49180,0.0007494131209925045
MG,2021,Miscelânea,48951,0.0007459235804331861
BA,2019,Comércio de Varejo,48831,0.0007440950002274297
MG,2023,Transportes,48782,0.0007433483299767458
MG,2022,Serviços Industriais,48674,0.000741702607791565
PR,2024,Comércio de Varejo,48559,0.0007399502184277151
SP,2014,Serviços de Saúde,48370,0.0007370702046036487
BA,2016,Serviços Comerciais,48365,0.0007369940137617422
PR,2016,Serviços Comerciais,47940,0.0007305177921996883
BA,2023,Comércio de Varejo,47467,0.0007233101385553317
SP,1987,Comércio de Varejo,47231,0.0007197139308173441
SP,2009,Serviços Comerciais,47190,0.0007190891659137106
MG,2022,Consumo de Serviços,46749,0.0007123691336575559
BA,2024,Comércio de Varejo,46595,0.0007100224557268351
RS,2012,Serviços Comerciais,46572,0.0007096719778540651
MG,2010,Comércio de Varejo,46564,0.0007095500725070147
MG,2020,Serviços Industriais,46507,0.0007086814969092804
RJ,2011,Comércio de Varejo,46306,0.0007056186250646384
MG,2022,Serviços Comerciais,46275,0.000705146241844818
MG,2019,Serviços Industriais,46076,0.0007021138463369387
MG,2021,Consumo de Serviços,46022,0.0007012909852443483
RJ,2012,Comércio de Varejo,45715,0.0006966128675512881
RJ,2019,Miscelânea,45696,0.0006963233423520433
RS,2020,Comércio de Varejo,45695,0.000696308104183662
RJ,2024,Miscelânea,45646,0.0006955614339329781
RJ,2010,Comércio de Varejo,45612,0.0006950433362080138
SP,2012,Miscelânea,45524,0.0006937023773904591
SP,1977,Serviços Comerciais,45489,0.0006931690414971135
SP,2013,Serviços de Saúde,45424,0.0006921785605523287
RJ,2016,Serviços Comerciais,45403,0.0006918585590163214
MG,2024,Serviços de Saúde,44954,0.0006850166214131162
SP,2017,Industrias de Processamento,44752,0.0006819385114000928
RS,2022,Comércio de Varejo,44709,0.0006812832701596968
MG,2022,Transportes,44553,0.0006789061158922134
BA,2010,Comércio de Varejo,44306,0.0006751422883020314
PR,2019,Comércio de Varejo,44214,0.0006737403768109515
MG,2020,Miscelânea,43997,0.0006704336942722087
RJ,2024,Serviços de Saúde,43861,0.0006683613033723515
RS,2016,Serviços Comerciais,43776,0.0006670660590599407
MG,2025,Comércio de Varejo,43390,0.0006611841260647575
BA,2008,Serviços Comerciais,43189,0.0006581212542201155
BA,2013,Comércio de Varejo,42778,0.0006518583670153998
BA,2018,Comércio de Varejo,42767,0.0006516907471632055
MG,2024,Miscelânea,42741,0.0006512945547852916
SP,2017,Transportes,42475,0.0006472412019958648
BA,2011,Comércio de Varejo,42416,0.0006463421500613679
RJ,2021,Serviços de Saúde,42319,0.0006448640477283815
RJ,2012,Serviços Comerciais,42286,0.0006443611881717984
SP,1985,Serviços Comerciais,42212,0.000643233563711582
SP,1983,Serviços Comerciais,42103,0.0006415726033580199
SP,2016,Industrias de Processamento,42087,0.000641328792663919
RJ,2019,Serviços de Saúde,42079,0.0006412068873168686
RS,2023,Comércio de Varejo,42006,0.0006400945010250335
SP,2011,Miscelânea,41941,0.0006391040200802488
SC,2020,Serviços Comerciais,41926,0.0006388754475545293
GO,2024,Serviços Comerciais,41833,0.000637458297895068
BA,2004,Serviços Comerciais,41825,0.0006373363925480176
RJ,2022,Miscelânea,41651,0.0006346849512496708
RJ,2023,Serviços de Saúde,41635,0.0006344411405555699
RJ,2023,Miscelânea,41630,0.0006343649497136634
SP,2025,Industrias de Processamento,41414,0.0006310735053433018
SP,1980,Serviços Comerciais,41311,0.0006295039740000276
SP,1978,Serviços Comerciais,41247,0.0006285287312236241
RS,2024,Comércio de Varejo,41246,0.0006285134930552428
MG,2023,Miscelânea,41134,0.0006268068181965368
SP,2015,Industrias de Processamento,41016,0.0006250087143275431
RS,2019,Comércio de Varejo,40980,0.0006244601402658162
PR,2008,Serviços Comerciais,40967,0.0006242620440768592
PR,2024,Transportes,40861,0.0006226467982284411
RJ,2021,Consumo de Serviços,40834,0.0006222353676821459
MG,2025,Transportes,40822,0.0006220525096615702
SP,2014,Consumo de Serviços,40732,0.0006206810745072529
SP,2012,Serviços de Saúde,40729,0.000620635360002109
RJ,2024,Consumo de Serviços,40573,0.0006182582057346256
MG,2022,Miscelânea,40555,0.0006179839187037622
MG,2018,Serviços Industriais,40349,0.0006148448560172136
BA,2014,Comércio de Varejo,40327,0.000614509616312825
MG,2021,Serviços Comerciais,40319,0.0006143877109657745
PR,2018,Comércio de Varejo,40205,0.0006126505597703059
MG,2023,Serviços de Saúde,40097,0.0006110048375851251
BA,2015,Comércio de Varejo,39983,0.0006092676863896566
SP,2011,Serviços de Saúde,39834,0.0006069971993008424
SP,1982,Serviços Comerciais,39814,0.0006066924359332163
RS,2018,Comércio de Varejo,39793,0.000606372434397209
SP,1981,Serviços Comerciais,39767,0.000605976242019295
PR,2024,Serviços Industriais,39745,0.0006056410023149064
BA,2017,Comércio de Varejo,39567,0.0006029286083430343
PR,2004,Serviços Comerciais,39434,0.000600901931948321
RJ,2022,Transportes,39398,0.000600353357886594
SC,2021,Comércio de Varejo,39277,0.0005985095395124563
MG,2021,Industrias de Processamento,39244,0.0005980066799558733
SP,1979,Serviços Comerciais,39045,0.0005949742844479939
RJ,2021,Serviços Industriais,38831,0.000591713316414395
RJ,2023,Transportes,38806,0.0005913323622048624
SP,2010,Serviços Industriais,38691,0.0005895799728410125
SP,2021,Produtor Manufatureiro,38541,0.000587294247583817
RJ,2021,Transportes,38512,0.0005868523407007592
GO,2020,Serviços Comerciais,38395,0.0005850694750001467
RJ,2023,Consumo de Serviços,38381,0.0005848561406428084
SP,2014,Industrias de Processamento,38360,0.000584536139106801
BA,2012,Comércio de Varejo,38319,0.0005839113742031676
SP,1984,Serviços Comerciais,38258,0.0005829818459319081
MG,2019,Miscelânea,38237,0.0005826618443959007
BA,2016,Comércio de Varejo,38228,0.000582524700880469
SP,2013,Consumo de Serviços,38182,0.000581823745134929
MG,2021,Serviços de Saúde,38165,0.0005815646962724468
PR,2024,Consumo de Serviços,38160,0.0005814885054305403
RJ,2018,Miscelânea,38122,0.0005809094550320508
RS,2008,Serviços Comerciais,38091,0.0005804370718122304
SP,2007,Serviços Comerciais,38008,0.0005791723038365822
RJ,2020,Serviços de Saúde,37990,0.0005788980168057188
RS,2004,Serviços Comerciais,37990,0.0005788980168057188
MG,2022,Serviços de Saúde,37948,0.0005782580137337041
SP,2013,Industrias de Processamento,37869,0.0005770541984315811
SP,1990,Serviços Comerciais,37859,0.000576901816747768
GO,2021,Comércio de Varejo,37762,0.0005754237144147816
RS,2017,Comércio de Varejo,37631,0.0005734275143568308
SP,2012,Produtor Manufatureiro,37589,0.0005727875112848161
RJ,2022,Serviços Comerciais,37477,0.0005710808364261101
RJ,2022,Consumo de Serviços,37473,0.0005710198837525849
PR,2023,Serviços Industriais,37387,0.0005697094012717928
SP,2022,Produtor Manufatureiro,37239,0.0005674541523513598
PR,2017,Comércio de Varejo,37206,0.0005669512927947768
RJ,2018,Serviços de Saúde,37169,0.0005663874805646686
RJ,2023,Serviços Comerciais,37087,0.0005651379507574017
PR,2022,Serviços Industriais,36999,0.000563796991939847
SP,2002,Serviços Comerciais,36843,0.0005614198376723637
SP,2011,Produtor Manufatureiro,36800,0.0005607645964319677
CE,2021,Comércio de Varejo,36794,0.0005606731674216798
SP,2016,Transportes,36786,0.0005605512620746294
SP,2000,Serviços Comerciais,36713,0.0005594388757827943
MG,2021,Transportes,36675,0.0005588598253843047
PR,2023,Serviços Comerciais,36627,0.0005581283933020022
MG,2020,Consumo de Serviços,36602,0.0005577474390924696
PR,2021,Serviços Industriais,36490,0.0005560407642337636
RJ,2022,Serviços de Saúde,36477,0.0005558426680448066
SP,2023,Produtor Manufatureiro,36470,0.0005557360008661375
MG,2019,Serviços de Saúde,36284,0.000552901701547215
SP,2009,Produtor Manufatureiro,36262,0.0005525664618428263
SP,2019,Produtor Manufatureiro,36033,0.0005490769212835078
RS,2024,Serviços Industriais,36013,0.0005487721579158818
SP,2010,Produtor Manufatureiro,35877,0.0005466997670160246
SC,2023,Comércio de Varejo,35723,0.0005443530890853038
SP,2006,Serviços Comerciais,35624,0.0005428445104155548
SC,2024,Comércio de Varejo,35556,0.0005418083149656261
PR,2023,Consumo de Serviços,35540,0.0005415645042715253
SP,2024,Produtor Manufatureiro,35472,0.0005405283088215966
RJ,2021,Serviços Comerciais,35422,0.0005397664004025315
SC,2022,Comércio de Varejo,35278,0.0005375721041556237
SP,2011,Industrias de Processamento,35211,0.0005365511468740764
RS,2021,Serviços Industriais,35176,0.0005360178109807308
RJ,2019,Serviços Industriais,35014,0.0005335492277029596
MG,2020,Industrias de Processamento,34947,0.0005325282704214124
SP,2015,Transportes,34940,0.0005324216032427432
SP,2013,Produtor Manufatureiro,34738,0.0005293434932297199
PR,2022,Serviços Comerciais,34735,0.000529297778724576
SP,2012,Industrias de Processamento,34726,0.0005291606352091443
PE,2021,Comércio de Varejo,34688,0.0005285815848106547
SP,2001,Serviços Comerciais,34641,0.0005278653908967335
SP,1989,Serviços Comerciais,34549,0.0005264634794056535
MG,2019,Consumo de Serviços,34454,0.0005250158534094297
SP,1999,Serviços Comerciais,34407,0.0005242996594955084
RJ,2020,Serviços Industriais,34207,0.0005212520258192477
MG,2020,Serviços de Saúde,34205,0.0005212215494824851
GO,2022,Comércio de Varejo,34102,0.0005196520181392108
SP,2020,Produtor Manufatureiro,34027,0.0005185091555106131
RJ,2025,Transportes,33975,0.0005177167707547853
RJ,2020,Transportes,33869,0.0005161015249063672
SP,2010,Miscelânea,33794,0.0005149586622777694
GO,2023,Comércio de Varejo,33755,0.0005143643737108986
MG,2017,Serviços Industriais,33736,0.0005140748485116538
PR,2013,Comércio de Varejo,33715,0.0005137548469756465
PR,2015,Comércio de Varejo,33696,0.0005134653217764017
RS,2013,Comércio de Varejo,33671,0.0005130843675668691
GO,2024,Comércio de Varejo,33630,0.0005124596026632357
RJ,2017,Miscelânea,33615,0.0005122310301375161
SP,1988,Serviços Comerciais,33562,0.000511423407213307
SP,1991,Serviços Comerciais,33532,0.0005109662621618679
SP,1985,Comércio de Varejo,33530,0.0005109357858251053
SC,2024,Serviços Industriais,33510,0.0005106310224574792
RS,2022,Serviços Industriais,33443,0.0005096100651759319
SP,2005,Serviços Comerciais,33267,0.0005069281475408225
RS,2023,Serviços Industriais,33219,0.0005061967154585199
SC,2020,Comércio de Varejo,33146,0.0005050843291666847
PR,2016,Comércio de Varejo,33143,0.0005050386146615408
SC,2023,Serviços Comerciais,32988,0.0005026766985624388
CE,2022,Comércio de Varejo,32909,0.0005014728832603159
PR,2014,Comércio de Varejo,32908,0.0005014576450919346
PR,2019,Serviços Industriais,32653,0.0004975719121547022
SP,1996,Serviços Comerciais,32547,0.000495956666306284
GO,2020,Comércio de Varejo,32527,0.0004956519029386579
SP,2012,Consumo de Serviços,32510,0.0004953928540761758
SP,2003,Serviços Comerciais,32412,0.000493899513574808
SP,2014,Transportes,32258,0.0004915528356440873
RS,2014,Comércio de Varejo,32224,0.0004910347379191229
PR,2020,Serviços Industriais,32218,0.0004909433089088351
SP,1983,Comércio de Varejo,32196,0.0004906080692044464
SP,2014,Produtor Manufatureiro,32194,0.0004905775928676838
SC,2024,Transportes,32013,0.00048781948439066794
RS,2016,Comércio de Varejo,31988,0.00048743853018113535
RJ,2016,Miscelânea,31981,0.00048733186300246623
MG,2019,Industrias de Processamento,31877,0.00048574709349081066
PA,2021,Comércio de Varejo,31740,0.00048365946442257207
RJ,2020,Consumo de Serviços,31727,0.0004834613682336151
PR,2022,Consumo de Serviços,31708,0.00048317184303437035
RJ,2024,Serviços Industriais,31706,0.00048314136669760775
CE,2020,Comércio de Varejo,31628,0.0004819527895638661
RJ,2019,Consumo de Serviços,31549,0.00048074897426174314
GO,2012,Serviços Comerciais,31512,0.0004801851620316349
PR,2021,Serviços Comerciais,31493,0.00047989563683239014
RJ,2017,Serviços de Saúde,31439,0.00047907277573979975
RJ,2023,Serviços Industriais,31370,0.0004780213421214898
MG,2025,Serviços Industriais,31360,0.00047786896043767676
MG,2018,Miscelânea,31345,0.0004776403879119572
RS,2015,Comércio de Varejo,31293,0.0004768480031561294
RJ,2022,Serviços Industriais,31243,0.00047608609473706424
RS,2024,Transportes,31234,0.0004759489512216325
MG,2022,Industrias de Processamento,31192,0.00047530894814961776
MG,2024,Industrias de Processamento,31174,0.0004750346611187543
RS,2012,Comércio de Varejo,31167,0.00047492799394008517
SP,1993,Serviços Comerciais,31152,0.0004746994214143657
RJ,2018,Consumo de Serviços,31004,0.00047244417249393274
SC,2024,Consumo de Serviços,30958,0.0004717432167483928
MG,2025,Consumo de Serviços,30955,0.00047169750224324887
MG,1990,Comércio de Varejo,30948,0.00047159083506457974
PE,2024,Serviços Comerciais,30898,0.00047082892664551457
SP,1997,Serviços Comerciais,30896,0.00047079845030875196
SP,2015,Produtor Manufatureiro,30842,0.00046997558921616156
SP,2013,Transportes,30833,0.00046983844570072983
SC,2022,Serviços Comerciais,30723,0.00046816224717878644
MG,2016,Serviços Industriais,30697,0.00046776605480087255
SP,2018,Produtor Manufatureiro,30641,0.0004669127173715196
PR,2023,Transportes,30602,0.00046631842880464876
SP,2016,Produtor Manufatureiro,30562,0.0004657089020693966
MG,2019,Serviços Comerciais,30559,0.0004656631875642527
SC,2023,Serviços Industriais,30502,0.0004647946119665184
RS,2024,Consumo de Serviços,30492,0.00046464223028270537
PA,2020,Serviços Comerciais,30392,0.000463118413444575
SP,1984,Comércio de Varejo,30390,0.0004630879371078124
RJ,2025,Comércio de Varejo,30377,0.00046288984091885546
MG,2025,Serviços Comerciais,30374,0.00046284412641371155
MG,2018,Serviços de Saúde,30332,0.0004622041233416968
GO,2016,Serviços Comerciais,30269,0.00046124411873367467
RS,2011,Comércio de Varejo,30238,0.00046077173551385426
MG,2020,Transportes,30238,0.00046077173551385426
MG,2015,Serviços Industriais,30224,0.000460558401156516
PR,2012,Comércio de Varejo,30165,0.0004596593492220191
PR,2021,Consumo de Serviços,30074,0.00045827267589932053
SP,1992,Serviços Comerciais,30045,0.0004578307690162627
RJ,2018,Serviços Industriais,29983,0.0004568860025766219
SP,1994,Serviços Comerciais,29850,0.0004548593261819085
SC,2022,Serviços Industriais,29815,0.0004543259902885629
MG,1997,Comércio de Varejo,29728,0.0004530002696393895
RS,2019,Serviços Industriais,29706,0.0004526650299350008
RS,2020,Serviços Industriais,29702,0.0004526040772614756
SP,1998,Serviços Comerciais,29662,0.00045199455052622345
SC,2012,Serviços Comerciais,29653,0.0004518574070107917
PE,2020,Comércio de Varejo,29650,0.0004518116925056478
GO,2019,Comércio de Varejo,29633,0.00045155264364316565
PR,2011,Comércio de Varejo,29534,0.00045004406497341665
EX,2003,Financeiro,29495,0.0004494497764065458
SC,2021,Serviços Industriais,29451,0.00044877929699776845
CE,2023,Comércio de Varejo,29442,0.0004486421534823367
MG,2023,Industrias de Processamento,29421,0.00044832215194632935
SP,2017,Produtor Manufatureiro,29318,0.0004467526206030551
SC,2016,Serviços Comerciais,29276,0.00044611261753104033
MG,2014,Serviços Industriais,29219,0.000445244041933306
PE,2020,Serviços Comerciais,29098,0.00044340022355916835
MG,1991,Comércio de Varejo,29054,0.000442729744150391
SC,2019,Comércio de Varejo,29027,0.0004423183136040958
CE,2019,Comércio de Varejo,28999,0.0004418916448894193
RJ,2021,Industrias de Processamento,28946,0.0004410840219652102
MG,2018,Serviços Comerciais,28941,0.0004410078311233037
RS,2023,Serviços Comerciais,28929,0.00044082497310272804
RJ,2004,Serviços Comerciais,28743,0.0004379906737838056
RJ,2015,Miscelânea,28731,0.00043780781576322993
MG,2009,Comércio de Varejo,28687,0.0004371373363544526
RS,2023,Consumo de Serviços,28685,0.00043710686001768997
SP,2011,Consumo de Serviços,28653,0.00043661923862948826
PR,2024,Serviços de Saúde,28648,0.00043654304778758174
SP,1995,Serviços Comerciais,28532,0.0004347754202553506
MG,2019,Transportes,28467,0.00043378493931056584
MG,1999,Comércio de Varejo,28454,0.0004335868431216089
RS,1991,Comércio de Varejo,28442,0.00043340398510103325
RS,2010,Comércio de Varejo,28411,0.00043293160188121284
MG,2018,Industrias de Processamento,28331,0.00043171254841070856
PA,2020,Comércio de Varejo,28260,0.000430630638455636
MG,1996,Comércio de Varejo,28187,0.00042951825216380084
MG,2018,Consumo de Serviços,28177,0.0004293658704799878
RJ,2008,Serviços Comerciais,28143,0.0004288477727550235
PA,2024,Serviços Comerciais,28131,0.00042866491473444784
PE,2022,Comércio de Varejo,28124,0.0004285582475557787
SP,2010,Industrias de Processamento,28122,0.0004285277712190161
CE,2024,Comércio de Varejo,28102,0.0004282230078513901
MG,1994,Comércio de Varejo,28057,0.00042753729027423143
PR,2018,Serviços Industriais,28047,0.0004273849085904184
RS,2022,Serviços Comerciais,27817,0.0004238801298627186
PR,2010,Comércio de Varejo,27703,0.00042214297866724997
SP,1982,Comércio de Varejo,27689,0.0004219296443099117
MG,2013,Serviços Industriais,27567,0.00042007058776739273
MG,1995,Comércio de Varejo,27483,0.00041879058162336323
MG,2017,Miscelânea,27472,0.0004186229617711689
RS,1993,Comércio de Varejo,27343,0.00041665723804998073
SP,1976,Serviços Comerciais,27338,0.0004165810472080742
